sym,ts,lp,bid_price,bid_quantity,ask_price,ask_quantity
EUR/CAD,2018-12-06T13:18:37.695Z,LP2,1523190,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP7,1523100,100000000,1523450,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP7,1523100,100000000,1523430,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP6,1523130,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP4,1523140,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP4,1523150,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP3,1523130,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP3,1523140,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP6,1523140,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP5,1523090,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.740Z,LP5,1523100,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.783Z,LP2,1523160,100000000,1523360,100000000
EUR/CAD,2018-12-06T13:18:37.785Z,LP8,1523140,100000000,1523340,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP7,1523090,100000000,1523430,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP4,1523130,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP3,1523130,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP3,1523130,100000000,1523340,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP6,1523120,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP6,1523120,100000000,1523320,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP5,1523090,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP5,1523090,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.787Z,LP4,1523130,100000000,1523360,100000000
EUR/CAD,2018-12-06T13:18:37.802Z,LP8,1523140,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:37.812Z,LP1,1523170,100000000,1523300,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP4,1523130,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP4,1523140,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP7,1523100,100000000,1523430,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP7,1523100,100000000,1523420,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP5,1523090,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP3,1523130,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP5,1523100,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:37.837Z,LP6,1523130,100000000,1523320,100000000
EUR/CAD,2018-12-06T13:18:37.898Z,LP7,1523110,100000000,1523420,100000000
EUR/CAD,2018-12-06T13:18:37.898Z,LP5,1523100,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.899Z,LP5,1523110,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.900Z,LP3,1523140,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.912Z,LP1,1523160,100000000,1523290,100000000
EUR/CAD,2018-12-06T13:18:37.912Z,LP8,1523130,100000000,1523320,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP4,1523140,100000000,1523370,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP7,1523090,100000000,1523420,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP3,1523130,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP5,1523090,100000000,1523400,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP5,1523090,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:37.954Z,LP3,1523130,100000000,1523340,100000000
EUR/CAD,2018-12-06T13:18:37.959Z,LP2,1523160,100000000,1523350,100000000
EUR/CAD,2018-12-06T13:18:37.959Z,LP4,1523130,100000000,1523370,100000000
EUR/CAD,2018-12-06T13:18:37.959Z,LP4,1523130,100000000,1523360,100000000
EUR/CAD,2018-12-06T13:18:37.959Z,LP8,1523140,100000000,1523320,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP7,1523080,100000000,1523420,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP7,1523080,100000000,1523430,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP3,1523120,100000000,1523340,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP3,1523120,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP5,1523080,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP5,1523080,100000000,1523380,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP6,1523120,100000000,1523320,100000000
EUR/CAD,2018-12-06T13:18:37.960Z,LP6,1523120,100000000,1523310,100000000
EUR/CAD,2018-12-06T13:18:37.978Z,LP2,1523180,100000000,1523370,100000000
EUR/CAD,2018-12-06T13:18:37.981Z,LP8,1523140,100000000,1523330,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP4,1523130,100000000,1523370,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP4,1523140,100000000,1523370,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP7,1523090,100000000,1523430,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP3,1523120,100000000,1523340,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP5,1523080,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP5,1523090,100000000,1523390,100000000
EUR/CAD,2018-12-06T13:18:38.342Z,LP3,1523130,100000000,1523340,100000000
